"ObjectID","Mapped","Crash Date","City/Town","Address","AOT Route","Crash Type","Collision Direction","Weather","Road Group","Report Number","Reporting Agency","Road Group ID","AOT Actual Milepoint","Animal","Time of Day","Intersection With","Impairment","Involving","Non Reportable Address","Reporting Agency ID","Road Characteristics","Road Condition","Street Address","Surface Condition","AOT Route ID","Coordinates"
"719914","","February 9, 2016, 11:23 AM","Stowe","Waterbury Rd","VT-100","Property Damage Only","Single Vehicle Crash","Freezing Precipitation","State Highway numbered route, State owned","2016ST000455","Stowe PD.","10","1.11","Deer","Night","Moscow Rd","None","None","","VT0080200","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","Waterbury Rd","Snow","1000","44.43911807239881,-72.70933034980439"
"723160","","February 16, 2016, 7:32 AM","North Hero","Route 2","US-2","Property Damage Only","Single Vehicle Crash","","State Highway numbered route, State owned","16GIC0245","Grand Isle CSD","10","1.25","Deer","Day","Paquette Lane","None","None","","VT0070000","Not at a Junction","None","Route 2","Wet","0020","44.870184017669025,-73.2696957473604"
"724017","","February 20, 2016, 11:00 AM","Canaan","318 Christian Hill Road","VT-253","Property Damage Only","Single Vehicle Crash","","State Highway numbered route, State owned","16CN00014","Canaan Police Dept.","10","0.32","Deer","Night","Holmes Street","None","None","","VT0050300","Driveway","None","318 Christian Hill Road","Snow","2530","44.99923865138863,-71.53369802335605"
"721471","","February 25, 2016, 9:00 PM","Norwich","Route 5 South","US-5","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","16NW00181","Norwich PD.","10","0.32","Deer","Day","Colton Cetner","None","None","","VT0141000","Not at a Junction","None","Route 5 South","Dry","0050","43.70033816274391,-72.31608903619602"
"719227","","February 26, 2016, 7:03 AM","Waterford","I 93 North","I-93","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","16B100612","VSP - A4 St. Johnsbury","10","9.5","Deer","Night","Mm 915","None","None","","VTVSP0200","Not at a Junction","None","I 93 North","Wet","0930","44.4113120674896,-71.98864701545375"
"739187","","February 29, 2016, 3:50 PM","Newport Town","1000 Vance Hill Road","VANCE HILL RD","Property Damage Only","Single Vehicle Crash","Cloudy","Minor Collector - Non Fed Aid Rural TH","16B200687","VSP - A5 Derby","4","999.99","Deer","Night","","None","None","","VTVSP0800","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","1000 Vance Hill Road","Ice","S0818","44.957985421254584,-72.28990411847593"
"724361","","March 1, 2016, 7:56 PM","Wallingford","US Route 7","US-7","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, State owned","16C101070","VSP - B4 Rutland","10","6.71","Deer","Night","Haven Hill Rd","None","None","","VTVSP0300","Not at a Junction","None","US Route 7","Dry","0070","43.4894005332974,-72.97023352632301"
"724593","","March 1, 2016, 7:56 PM","Wallingford","US Route 7","US-7","Property Damage Only","No Turns, Thru moves only, Broadside ^<","Clear","State Highway numbered route, State owned","16C101079","VSP - B4 Rutland","10","6.71","Deer","Night","Haven Hill Rd","None","None","","VTVSP0300","Not at a Junction","None","US Route 7","Dry","0070","43.4894005332974,-72.97023352632301"
"739004","","March 3, 2016, 7:20 AM","Barre Town","Middle Rd","TOWN ROAD 0004","Property Damage Only","Single Vehicle Crash","Cloudy","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16BT000931","Barre Town PD","6","999.99","Deer","Night","Lazy Lion Campground","None","None","","VT0120500","Not at a Junction","None","Middle Rd","Ice","T0004","44.15864057042161,-72.49808842441121"
"721454","","March 4, 2016, 5:57 AM","Milton","US Route 2","US-2","Property Damage Only","Head On","Cloudy","State Highway numbered route, State owned","2016MT001350","Milton PD.","10","3.21","Wild","Day","Bear Trap Road","None","None","","VT0040600","Not at a Junction","None","US Route 2","Dry","0020","44.60959249167824,-73.20895620884376"
"730747","","March 5, 2016, 7:21 AM","Hartford","I 89 N","I-89","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16D300739","VSP - B2 Royalton","10","6.6","Deer","Day","Exit 1","None","None","","VTVSP1100","Not at a Junction","None","I 89 N","Dry","0890","43.70070160091491,-72.41011344263985"
"727897","","March 7, 2016, 7:28 AM","Manchester","Bonnet Street","VT-30","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16MC000758","Manchester PD.","10","0.66","Deer","Day","340 Rec Park Road","None","None","","VT0020400","Not at a Junction","None","Bonnet Street","Dry","0300","43.18647669931205,-73.05777208156081"
"718433","","March 7, 2016, 2:08 PM","Newport Town","1688 VT RT 105","VT-105","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16B200762","VSP - A5 Derby","10","5.05","Deer","Night","Brown Hill Road","None","None","","VTVSP0800","Not at a Junction","None","1688 VT RT 105","Dry","1050","44.931444129787685,-72.27240442990805"
"718246","","March 9, 2016, 8:05 AM","Ludlow","VT Route 103","VT-103","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","16LL00276","Ludlow PD.","10","0.55","Deer","Night","Bixby Rd.","None","None","","VT0140100","Not at a Junction","None","VT Route 103","Dry","1030","43.38969555968259,-72.67198398032787"
"720676","","March 9, 2016, 11:16 AM","Hardwick","Vt Rt 14 S","VT-14","Property Damage Only","Head On","Clear","State Highway numbered route, State owned","16HW000634","Hardwick PD.","10","3.43","Wild","Night","Dollar General","None","None","","VT0030100","Unknown","Unknown","Vt Rt 14 S","Dry","0140","44.54366240637482,-72.37379500958482"
"738929","","March 9, 2016, 7:08 PM","Essex","317 BROWNS RIVER RD","VT-128","Property Damage Only","Other - Explain in Narrative","Clear","State Highway numbered route, State owned","16ES01207","Essex PD.","10","3.02","Deer","Night","OSGOOD HILL RD","None","None","","VT0040200","Not at a Junction","None","317 BROWNS RIVER RD","Dry","1280","44.54109453980373,-73.0325078843634"
"739145","","March 15, 2016, 9:55 AM","Springfield","Baltimore Road","TOWN ROAD 0008","Property Damage Only","Single Vehicle Crash","Rain","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16SF01253","Springfield PD.","6","999.99","Deer","Night","","None","None","","VT0140200","Not at a Junction","None","Baltimore Road","Wet","T0008","43.34430012716115,-72.54528900653791"
"739786","","March 15, 2016, 6:13 PM","Essex","Jericho Rd","VT-15","Property Damage Only","Head On","Cloudy","State Highway numbered route, State owned","16ES01307","Essex PD.","10","8","Deer","Night","Whites Tree Farm","None","None","","VT0040200","Not at a Junction","None","Jericho Rd","Wet","0150","44.503071589562744,-73.00923287589907"
"740272","","March 16, 2016, 8:45 PM","Grand Isle","28 Hyde Road","TOWN ROAD 0002","Property Damage Only","Single Vehicle Crash","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16GIC0379","Grand Isle CSD","6","999.99","Deer","Day","","None","None","","VT0070000","Not at a Junction","None","28 Hyde Road","Dry","T0002","44.721932964662656,-73.3030234381255"
"731601","","March 19, 2016, 7:57 AM","Guilford","I 91 NB","I-91","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","16D200653","VSP - D2 Brattleboro (VOID)","10","0.4","Wild","Day","Welcome Center","None","None","","VTVSP1000","Not at a Junction","None","I 91 NB","Wet","0910","42.735747395458695,-72.56865108191602"
"731023","","March 19, 2016, 12:36 PM","Shelburne","5095 Spear Street","SPEAR STREET","Property Damage Only","Single Vehicle Crash","","Federal Aid Urban System (Class 2 TH's and 3 TH's only)","16SH00558","Shelburne PD.","2","2.31","Deer","Night","","None","None","","VT0040700","Not at a Junction","None","5095 Spear Street","Dry","U5720","44.389763346347834,-73.20083854071851"
"720839","","March 23, 2016, 8:08 AM","Bennington","1004 South StreamRoad","S STREAM RD","Property Damage Only","Single Vehicle Crash","Cloudy","Federal Aid Secondary System (Class 2 TH)","16BN01885","Bennington PD.","3","1.5","Deer","Night","Morgan Street","None","None","","VT0020100","Not at a Junction","None","1004 South StreamRoad","Dry","S0103","42.85796311742108,-73.17484042316444"
"739749","","March 23, 2016, 9:37 AM","Springfield","Skitchewaug Trail","VT-143 TH","Property Damage Only","Head On","Clear","Federal Aid Secondary System (Class 2 TH)","16SF01406","Springfield PD.","3","999.99","Deer","Night","Skitchewaug Trail","None","None","","VT0140200","Not at a Junction","None","Skitchewaug Trail","Dry","S0136","43.31614158967433,-72.41788695053877"
"739078","","March 23, 2016, 11:47 AM","Bennington","1488 Morgan Street","TOWN ROAD 0051","Property Damage Only","Head On","Clear","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16BN01891","Bennington PD.","6","999.99","Deer","Night","South Stream Road","None","None","","VT0020100","Not at a Junction","None","1488 Morgan Street","Dry","T0051","42.86059397207953,-73.1768911679429"
"720736","","March 23, 2016, 7:23 PM","Groton","Scott Highway","US-302","Property Damage Only","Single Vehicle Crash","Rain","State Highway numbered route, State owned","16B300550","VSP - B3 Bradford (VOID)","10","2.1","Moose","Night","Fuller Hill Road","None","None","","VTVSP1300","Not at a Junction","None","Scott Highway","Wet","3020","44.20164878892845,-72.26810055952771"
"720932","","March 25, 2016, 4:07 AM","Newport City","East Main Street","US-5","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, Class 1 TH","16NP00696","Newport PD.","11","3.07","Deer","Day","Industrial Drive","None","None","","VT0100100","Not at a Junction","None","East Main Street","Wet","0050","44.94389052119058,-72.18415753537401"
"720705","","March 26, 2016, 9:33 AM","St. Johnsbury","I91N, MM 128/85","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16B100965","VSP - A4 St. Johnsbury","10","128.85","Deer","Night","Exit 20","None","None","","VTVSP0200","Not at a Junction","None","I91N, MM 128/85","Wet","0910","44.404685794966234,-72.02252087735852"
"720937","","March 28, 2016, 9:00 AM","Manchester","5650 Main Street","VT-7A","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, Class 1 TH","16MC001063","Manchester PD.","11","5.62","Deer","Night","Vermont Country Store","None","None","","VT0020400","Not at a Junction","None","5650 Main Street","Dry","0071","43.18290192768869,-73.0460843292772"
"723472","","April 1, 2016, 8:57 AM","Putney","I-91 MM 20 S","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16D200777","VSP - D2 Brattleboro (VOID)","10","20","Deer","Night","Exit 4","None","None","","VTVSP1000","Not at a Junction","None","I-91 MM 20 S","Dry","0910","42.97332652942075,-72.4876928924674"
"730582","","April 1, 2016, 9:05 AM","Fairlee","Interstate 91 North","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16B300597","VSP - B3 Bradford (VOID)","10","90.3","Deer","Night","Mile Marker 90/30","None","None","","VTVSP1300","Not at a Junction","None","Interstate 91 North","Dry","0910","43.89373355132621,-72.17082222897308"
"723814","","April 1, 2016, 9:11 AM","Underhill","","VT-15","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16A101576","VSP - A1 Williston","10","0.53","Domestic","Night","1128 River Rd.","None","None","","VTVSP0100","Not at a Junction","None","","Dry","0150","44.532786496493145,-72.94494046770245"
"717899","","April 1, 2016, 5:17 PM","Leicester","731 US Route 7","US-7","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","16C200882","VSP - B5 New Haven","10","0.73","Moose","Night","Cram Roiad","None","None","","VTVSP0600","Not at a Junction","Road Surface Condition(wet, icy, snow, slush, etc)","731 US Route 7","Wet","0070","43.85479076282043,-73.10632447070886"
"739073","","April 9, 2016, 9:15 AM","Shaftsbury","Vt Rte 7","US-7","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16BNC001264","Bennington CSD","10","999.99","Deer","Night","FM Tower","None","None","","VT0020000","Not at a Junction","None","Vt Rte 7","Dry","0070","42.956772016504424,-73.17049303788076"
"739278","","April 12, 2016, 8:38 PM","Williston","Mountain View Road","TOWN ROAD 0004","Property Damage Only","Single Vehicle Crash","Rain","City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)","16WT01410","Williston PD.","6","999.99","Deer","Day","Redmond Road","None","None","","VT0041000","Not at a Junction","None","Mountain View Road","Wet","T0004","44.46115123133759,-73.09071846695197"
"724818","","April 14, 2016, 6:54 PM","Morristown","4623 Laporte","VT-100","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16MR001334","Morristown PD.","10","0.74","Deer","Night","","None","None","","VT0080100","Not at a Junction","None","4623 Laporte","Dry","1000","44.50430424287255,-72.6279693346743"
"724854","","April 15, 2016, 8:15 PM","Springfield","Charlestown Road","VT-11","Injury","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16SF01800","Springfield PD.","10","7.16","Deer","Day","Paddock Road (west)","None","None","","VT0140200","Not at a Junction","None","Charlestown Road","Dry","0110","43.27057535149508,-72.45477412236188"
"724956","","April 16, 2016, 10:04 AM","Stowe","Pucker st","VT-100","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","2016ST001234","Stowe PD.","10","4.3","Deer","Night","Brush Hill","None","None","","VT0080200","Not at a Junction","None","Pucker st","Dry","1000","44.47269992891668,-72.67155156013834"
"725197","","April 19, 2016, 7:05 PM","Jericho","Rt 117","VT-117","Property Damage Only","Head On","Cloudy","State Highway numbered route, State owned","16RM00391","Richmond PD.","10","2.45","Deer","Day","Bradley Bow","None","None","","VT0040800","Not at a Junction","None","Rt 117","Wet","1170","44.439641464389545,-73.01980922060761"
"725964","","April 24, 2016, 6:25 PM","Guilford","","I-91","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16D200985","VSP - D2 Brattleboro (VOID)","10","0.95","Moose","Night","00/95","None","None","","VTVSP1000","Not at a Junction","None","","Dry","0910","42.743639604053,-72.56694770397417"
"724363","","April 26, 2016, 7:20 AM","Barre Town","Vt RT 63","VT-63","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","16BT001861","Barre Town PD","10","1.67","Wild","Day","Cheney Rd","None","None","","VT0120500","Not at a Junction","None","Vt RT 63","Dry","0630","44.16619120929759,-72.52862669769006"
"730468","","April 30, 2016, 10:46 AM","Hartford","","I-89","Property Damage Only","Single Vehicle Crash","Cloudy","State Highway numbered route, State owned","16D301391","VSP - B2 Royalton","10","8.1","Wild","Night","MM 8/10 North","None","None","","VTVSP1100","Not at a Junction","None","","Dry","0890","43.721439251715374,-72.41467329338354"
"717878","","May 1, 2016, 10:30 AM","Granville","4267 Vt Rt 100","VT-100","Property Damage Only","Single Vehicle Crash","Clear","State Highway numbered route, State owned","16D301406","VSP - B2 Royalton","10","1.77","Moose","Night","","None","None","","VTVSP1100","Not at a Junction","None","4267 Vt Rt 100","Dry","1000","43.969837072164296,-72.84313805153269"
